[2025-05-19 21:34:09] [INFO    ] discord.client: logging in using static token
[2025-05-19 21:34:33] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 20, 'd': {'user_id': '669138482396004362', 'platform': 0}}
[2025-05-19 21:34:33] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 4, 'd': {'video_codec': 'H264', 'secure_frames_version': 0, 'secret_key': [135, 92, 214, 70, 230, 136, 47, 131, 60, 224, 83, 95, 23, 177, 136, 22, 233, 99, 78, 35, 238, 6, 225, 160, 237, 240, 102, 133, 232, 253, 98, 43], 'mode': 'aead_xchacha20_poly1305_rtpsize', 'media_session_id': '973fd632f7e14760935a612178978c5a', 'dave_protocol_version': 0, 'audio_codec': 'opus'}}
[2025-05-19 21:34:33] [DEBUG   ] discord.gateway: received secret key for voice connection
[2025-05-19 21:34:33] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 52335}}.
[2025-05-19 21:34:33] [DEBUG   ] discord.voice_state: Connection state changed to connected
[2025-05-19 21:34:33] [INFO    ] discord.voice_state: Voice connection complete.
[2025-05-19 21:34:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:34:34.323000+00:00', 'pinned': False, 'nonce': '3398774653453056585', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373947908541513811'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-19T08:58:28.182664+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017392258322432', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🎧 Now playing: **In The Night - Fly By Midnight (Official Lyric Video)**', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'Jack Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1373946304861966347', 'global_name': None, 'discriminator': '8208', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a8e885223f24d5ba156d55257a5630f5'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:34:33] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:34:33] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:34:33] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages with {"content":"\ud83c\udfa7 Now playing: **In The Night - Fly By Midnight (Official Lyric Video)**","components":[],"nonce":"3398774653453056585","enforce_nonce":true,"tts":false} has returned 200
[2025-05-19 21:34:33] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages has received {'type': 0, 'content': '🎧 Now playing: **In The Night - Fly By Midnight (Official Lyric Video)**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-19T13:34:34.323000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1374017392258322432', 'channel_id': '1072557845494644868', 'author': {'id': '1373946304861966347', 'username': 'Jack Bot', 'avatar': 'a8e885223f24d5ba156d55257a5630f5', 'discriminator': '8208', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3398774653453056585'}
[2025-05-19 21:34:33] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['ffmpeg', '-reconnect', '1', '-reconnect_streamed', '1', '-reconnect_delay_max', '5', '-i', 'https://manifest.googlevideo.com/api/manifest/hls_playlist/expire/1747683270/ei/ZjMraK_FHcCW4t4PwLqw6Qo/ip/183.171.143.50/id/fde5c514e4c60f52/itag/234/source/youtube/requiressl/yes/ratebypass/yes/pfa/1/goi/133/sgoap/clen%3D3335173%3Bdur%3D206.030%3Bgir%3Dyes%3Bitag%3D140%3Blmt%3D1728125405997100/rqh/1/hls_chunk_host/rr3---sn-jxajvh-30aee.googlevideo.com/xpc/EgVo2aDSNQ%3D%3D/met/1747661670,/mh/oz/mm/31,29/mn/sn-jxajvh-30aee,sn-30a7yner/ms/au,rdu/mv/m/mvi/3/pl/24/rms/au,au/initcwndbps/460000/bui/AecWEAY7D9OkiiWNlgH5gpQbigmNly-cjzNBH2XiacWpmKCApUj8SZatM67KFlhfHCQOm9rCgQh3lAIf/spc/wk1kZmyvIfGRv4CO7W-v3wgCPnMf9u0gnuKcLuWHTNx1lYbFxYVyyL-r3A6uMwpA/vprv/1/playlist_type/DVR/dover/13/txp/5532434/mt/1747661348/fvip/5/short_key/1/keepalive/yes/fexp/51466698/sparams/expire,ei,ip,id,itag,source,requiressl,ratebypass,pfa,goi,sgoap,rqh,xpc,bui,spc,vprv,playlist_type/sig/AJfQdSswRAIgJYo4FfOpo54DADr8q3-dkubElCj9HJbATjIaiIPqkHgCIF1gNAeHpdHiwlE2mkVwe9xoyjEp6QY2taIxnaWtxJyM/lsparams/hls_chunk_host,met,mh,mm,mn,ms,mv,mvi,pl,rms,initcwndbps/lsig/ACuhMU0wRAIgb_b5bthYW_moCs2wd5l3Cl0FtdVSbIEcp6aMzF4MBHUCIDAqjUG-11BQTrnv6VSsorEMCY4Yb8npEh8cFb5LEmDg/playlist/index.m3u8', '-f', 's16le', '-ar', '48000', '-ac', '2', '-loglevel', 'warning', '-blocksize', '8192', '-vn', 'pipe:1']
[2025-05-19 21:34:33] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 52335}}.
[2025-05-19 21:34:35] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 52335}}.
[2025-05-19 21:34:35] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 23888.
[2025-05-19 21:34:35] [INFO    ] discord.player: ffmpeg process 23888 successfully terminated with return code of 3199971767.
[2025-05-19 21:34:35] [INFO    ] discord.voice_state: The voice handshake is being terminated for Channel ID 1072557845972799528 (Guild ID 1072557845494644866)
[2025-05-19 21:34:35] [DEBUG   ] discord.voice_state: Connection state changed to disconnected
[2025-05-19 21:34:35] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 1072557845494644866, 'channel_id': None, 'self_mute': False, 'self_deaf': False}}.
[2025-05-19 21:34:35] [DEBUG   ] discord.gateway: Received voice WSMessage(type=<WSMsgType.CLOSING: 256>, data=None, extra=None)
[2025-05-19 21:34:35] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 52335}}.
[2025-05-19 21:34:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 11, 'op': 0, 'd': {'member': {'user': {'username': 'Jack Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1373946304861966347', 'global_name': None, 'display_name': None, 'discriminator': '8208', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a8e885223f24d5ba156d55257a5630f5'}, 'roles': ['1373947908541513811'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-19T08:58:28.182664+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1373946304861966347', 'suppress': False, 'session_id': '0a7754caa6b91d71b388087977612f8c', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1072557845494644866', 'deaf': False, 'channel_id': None}}
[2025-05-19 21:34:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:34:35] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-05-19 21:34:35] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-19 21:34:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-05-19 21:34:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-19 21:35:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 12, 'op': 0, 'd': {'user_id': '669138482396004362', 'timestamp': 1747661705, 'member': {'user': {'username': 'rargoz', 'public_flags': 0, 'primary_guild': None, 'id': '669138482396004362', 'global_name': 'rargoz', 'display_name': 'rargoz', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '07ec2755391bb18bf3658bae58dedb75'}, 'roles': ['1373954060998279260'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-07T16:41:57.547000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1072557845494644868', 'guild_id': '1072557845494644866'}}
[2025-05-19 21:35:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:35:04] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-19 21:35:04] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-19 21:35:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:35:12.267000+00:00', 'pinned': False, 'nonce': '1374017547199840256', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373954060998279260'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-07T16:41:57.547000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017551406993479', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'rargoz', 'public_flags': 0, 'primary_guild': None, 'id': '669138482396004362', 'global_name': 'rargoz', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '07ec2755391bb18bf3658bae58dedb75'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:35:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:35:11] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:35:11] [DEBUG   ] discord.client: Dispatching event command_error
[2025-05-19 21:35:11] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "hello" is not found
[2025-05-19 21:35:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 14, 'op': 0, 'd': {'user_id': '669138482396004362', 'timestamp': 1747661717, 'member': {'user': {'username': 'rargoz', 'public_flags': 0, 'primary_guild': None, 'id': '669138482396004362', 'global_name': 'rargoz', 'display_name': 'rargoz', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '07ec2755391bb18bf3658bae58dedb75'}, 'roles': ['1373954060998279260'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-07T16:41:57.547000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1072557845494644868', 'guild_id': '1072557845494644866'}}
[2025-05-19 21:35:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:35:17] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-19 21:35:17] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-19 21:35:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:35:17.772000+00:00', 'pinned': False, 'nonce': '1374017570847326208', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373954060998279260'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-07T16:41:57.547000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017574496501801', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hallo', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'rargoz', 'public_flags': 0, 'primary_guild': None, 'id': '669138482396004362', 'global_name': 'rargoz', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '07ec2755391bb18bf3658bae58dedb75'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:35:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:35:17] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:35:17] [DEBUG   ] discord.client: Dispatching event command
[2025-05-19 21:35:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:35:18.320000+00:00', 'pinned': False, 'nonce': '7265224191177511658', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373947908541513811'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-19T08:58:28.182664+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017576794980476', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Whats up ma nigga, rargoz!', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'Jack Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1373946304861966347', 'global_name': None, 'discriminator': '8208', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a8e885223f24d5ba156d55257a5630f5'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:35:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:35:18] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:35:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages with {"content":"Whats up ma nigga, rargoz!","components":[],"nonce":"7265224191177511658","enforce_nonce":true,"tts":false} has returned 200
[2025-05-19 21:35:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages has received {'type': 0, 'content': 'Whats up ma nigga, rargoz!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-19T13:35:18.320000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1374017576794980476', 'channel_id': '1072557845494644868', 'author': {'id': '1373946304861966347', 'username': 'Jack Bot', 'avatar': 'a8e885223f24d5ba156d55257a5630f5', 'discriminator': '8208', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7265224191177511658'}
[2025-05-19 21:35:18] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-19 21:35:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-05-19 21:35:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-19 21:36:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 17, 'op': 0, 'd': {'user_id': '669138482396004362', 'timestamp': 1747661767, 'member': {'user': {'username': 'rargoz', 'public_flags': 0, 'primary_guild': None, 'id': '669138482396004362', 'global_name': 'rargoz', 'display_name': 'rargoz', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '07ec2755391bb18bf3658bae58dedb75'}, 'roles': ['1373954060998279260'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-07T16:41:57.547000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1072557845494644868', 'guild_id': '1072557845494644866'}}
[2025-05-19 21:36:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:07] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-19 21:36:07] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-19 21:36:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:36:10.874000+00:00', 'pinned': False, 'nonce': '1374017793044774912', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373954060998279260'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-07T16:41:57.547000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017797222436944', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!play thick of it', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'rargoz', 'public_flags': 0, 'primary_guild': None, 'id': '669138482396004362', 'global_name': 'rargoz', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '07ec2755391bb18bf3658bae58dedb75'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:36:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:10] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:36:10] [DEBUG   ] discord.client: Dispatching event command
[2025-05-19 21:36:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 18.
[2025-05-19 21:36:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-19 21:36:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:36:17.758000+00:00', 'pinned': False, 'nonce': '7674138570246687616', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373947908541513811'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-19T08:58:28.182664+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017826096021585', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🎶 Added to queue: **KSI - Thick Of It (feat. Trippie Redd) [Official Music Video]**', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'Jack Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1373946304861966347', 'global_name': None, 'discriminator': '8208', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a8e885223f24d5ba156d55257a5630f5'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:36:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:17] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:36:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages with {"content":"\ud83c\udfb6 Added to queue: **KSI - Thick Of It (feat. Trippie Redd) [Official Music Video]**","components":[],"nonce":"7674138570246687616","enforce_nonce":true,"tts":false} has returned 200
[2025-05-19 21:36:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages has received {'type': 0, 'content': '🎶 Added to queue: **KSI - Thick Of It (feat. Trippie Redd) [Official Music Video]**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-19T13:36:17.758000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1374017826096021585', 'channel_id': '1072557845494644868', 'author': {'id': '1373946304861966347', 'username': 'Jack Bot', 'avatar': 'a8e885223f24d5ba156d55257a5630f5', 'discriminator': '8208', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7674138570246687616'}
[2025-05-19 21:36:17] [INFO    ] discord.voice_state: Connecting to voice...
[2025-05-19 21:36:17] [INFO    ] discord.voice_state: Starting voice handshake... (connection attempt 1)
[2025-05-19 21:36:17] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 1072557845494644866, 'channel_id': 1072557845972799528, 'self_mute': False, 'self_deaf': False}}.
[2025-05-19 21:36:17] [DEBUG   ] discord.voice_state: Connection state changed to set_guild_voice_state
[2025-05-19 21:36:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 20, 'op': 0, 'd': {'member': {'user': {'username': 'Jack Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1373946304861966347', 'global_name': None, 'display_name': None, 'discriminator': '8208', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a8e885223f24d5ba156d55257a5630f5'}, 'roles': ['1373947908541513811'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-19T08:58:28.182664+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1373946304861966347', 'suppress': False, 'session_id': '0a7754caa6b91d71b388087977612f8c', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1072557845494644866', 'deaf': False, 'channel_id': '1072557845972799528'}}
[2025-05-19 21:36:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:17] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-05-19 21:36:17] [DEBUG   ] discord.voice_state: Connection state changed to got_voice_state_update
[2025-05-19 21:36:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_SERVER_UPDATE', 's': 21, 'op': 0, 'd': {'token': 'baa23830932660e8', 'guild_id': '1072557845494644866', 'endpoint': 'hongkong11025.discord.media:443'}}
[2025-05-19 21:36:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:17] [DEBUG   ] discord.voice_state: Connection state changed to got_both_voice_updates
[2025-05-19 21:36:17] [INFO    ] discord.voice_state: Voice handshake complete. Endpoint found: hongkong11025.discord.media
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 0, 'd': {'server_id': '1072557845494644866', 'user_id': '1373946304861966347', 'session_id': '0a7754caa6b91d71b388087977612f8c', 'token': 'baa23830932660e8'}}.
[2025-05-19 21:36:18] [DEBUG   ] discord.voice_state: Connection state changed to websocket_connected
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 8, 'd': {'v': 4, 'heartbeat_interval': 13750.0}}
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 2, 'd': {'streams': [{'type': 'video', 'ssrc': 52388, 'rtx_ssrc': 52389, 'rid': '', 'quality': 0, 'active': False}], 'ssrc': 52387, 'port': 50005, 'modes': ['aead_aes256_gcm_rtpsize', 'aead_aes256_gcm', 'aead_xchacha20_poly1305_rtpsize', 'xsalsa20_poly1305_lite_rtpsize', 'xsalsa20_poly1305_lite', 'xsalsa20_poly1305_suffix', 'xsalsa20_poly1305'], 'ip': '35.215.182.186', 'experiments': ['fixed_keyframe_interval']}}
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Connecting to voice socket
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Sending ip discovery packet
[2025-05-19 21:36:18] [DEBUG   ] discord.voice_state: Registering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x00000218E3E023E0>
[2025-05-19 21:36:18] [DEBUG   ] discord.voice_state: Unregistering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x00000218E3E023E0>
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Received ip discovery packet: b'\x00\x02\x00F\x00\x00\xcc\xa3183.171.143.50\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xf0\xf7'
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: detected ip: 183.171.143.50 port: 61687
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: received supported encryption modes: aead_xchacha20_poly1305_rtpsize, xsalsa20_poly1305_lite, xsalsa20_poly1305_suffix, xsalsa20_poly1305
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 1, 'd': {'protocol': 'udp', 'data': {'address': '183.171.143.50', 'port': 61687, 'mode': 'aead_xchacha20_poly1305_rtpsize'}}}.
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: selected the voice protocol for use (aead_xchacha20_poly1305_rtpsize)
[2025-05-19 21:36:18] [DEBUG   ] discord.voice_state: Connection state changed to got_ip_discovery
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 11, 'd': {'user_ids': ['669138482396004362']}}
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 18, 'd': {'user_id': '669138482396004362', 'flags': 2}}
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 20, 'd': {'user_id': '669138482396004362', 'platform': 0}}
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 4, 'd': {'video_codec': 'H264', 'secure_frames_version': 0, 'secret_key': [200, 89, 207, 25, 232, 78, 223, 200, 243, 29, 238, 128, 229, 146, 86, 168, 48, 196, 1, 200, 255, 119, 108, 46, 218, 180, 155, 95, 39, 30, 151, 86], 'mode': 'aead_xchacha20_poly1305_rtpsize', 'media_session_id': '973fd632f7e14760935a612178978c5a', 'dave_protocol_version': 0, 'audio_codec': 'opus'}}
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: received secret key for voice connection
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 52387}}.
[2025-05-19 21:36:18] [DEBUG   ] discord.voice_state: Connection state changed to connected
[2025-05-19 21:36:18] [INFO    ] discord.voice_state: Voice connection complete.
